Method,ComponentRank,Eigenvalue,EnergyFraction,CumulativeEnergy
LV-GGM,99,0.192553670698865,0.00208478290884121,0.751595443733332
LV-GGM,100,0.185642954112741,0.00200996042545616,0.753605404158788
LV-GGM,101,0.183742653832074,0.00198938583172121,0.755594789990509
LV-GGM,102,0.178432414577307,0.00193189175227825,0.757526681742787
LV-GGM,103,0.176090031941342,0.001906530722973,0.75943321246576
LV-GGM,104,0.175859965882515,0.00190403979259705,0.761337252258357
LV-GGM,105,0.174307333414077,0.00188722940605825,0.763224481664415
LV-GGM,106,0.167595857857433,0.00181456410976546,0.765039045774181
LV-GGM,107,0.165159553443873,0.0017881861872689,0.76682723196145
LV-GGM,108,0.164163392213127,0.00177740072729417,0.768604632688744
LV-GGM,109,0.159225130024251,0.00172393405188164,0.770328566740626
LV-GGM,110,0.156409945666503,0.00169345398773657,0.772022020728362
LV-GGM,111,0.154751608868366,0.00167549913805071,0.773697519866413
LV-GGM,112,0.150750888394416,0.00163218324780115,0.775329703114214
LV-GGM,113,0.149919878888287,0.00162318588925081,0.776952889003465
LV-GGM,114,0.143680847100826,0.00155563575223702,0.778508524755702
LV-GGM,115,0.140018703185839,0.00151598563798071,0.780024510393682
LV-GGM,116,0.13863312330802,0.00150098393358512,0.781525494327268
LV-GGM,117,0.137936188107631,0.00149343820054837,0.783018932527816
LV-GGM,118,0.136140475792678,0.0014739959830626,0.784492928510879
LV-GGM,119,0.13524434205988,0.00146429352305032,0.785957222033929
LV-GGM,120,0.131939821988738,0.00142851541016764,0.787385737444096
LV-GGM,121,0.12989856507912,0.00140641467585143,0.788792152119948
LV-GGM,122,0.128860179108964,0.00139517204767662,0.790187324167625
LV-GGM,123,0.128030518103369,0.00138618928937178,0.791573513456996
LV-GGM,124,0.125394694627544,0.00135765116951576,0.792931164626512
LV-GGM,125,0.122523607332361,0.00132656584301399,0.794257730469526
LV-GGM,126,0.122087350042229,0.00132184247555481,0.795579572945081
LV-GGM,127,0.121179747736484,0.00131201584504616,0.796891588790127
LV-GGM,128,0.119088491534767,0.00128937376727364,0.798180962557401
LV-GGM,129,0.118005361938587,0.00127764669885692,0.799458609256258
LV-GGM,130,0.115944532103843,0.00125533404804164,0.800713943304299
LV-GGM,131,0.114723273563754,0.00124211145445299,0.801956054758752
LV-GGM,132,0.112976197810187,0.00122319582610756,0.80317925058486
LV-GGM,133,0.111098122212293,0.00120286185951118,0.804382112444371
LV-GGM,134,0.10997801850336,0.0011907344715469,0.805572846915918
LV-GGM,135,0.109618429467119,0.00118684119299115,0.806759688108909
LV-GGM,136,0.108443674486649,0.00117412209448489,0.807933810203394
LV-GGM,137,0.107149597395238,0.00116011109280882,0.809093921296203
LV-GGM,138,0.105848591924831,0.00114602507741805,0.810239946373621
LV-GGM,139,0.105387887607789,0.00114103702145052,0.811380983395071
LV-GGM,140,0.104714244798668,0.00113374347565614,0.812514726870727
LV-GGM,141,0.104007994136426,0.00112609688390508,0.813640823754633
LV-GGM,142,0.103333287368999,0.00111879181861027,0.814759615573243
LV-GGM,143,0.102341725807796,0.00110805615936079,0.815867671732604
LV-GGM,144,0.102142580362217,0.00110590000715756,0.816973571739761
LV-GGM,145,0.10159817547914,0.00110000572328539,0.818073577463046
LV-GGM,146,0.100751696944292,0.00109084088121436,0.819164418344261
LV-GGM,147,0.100189576552909,0.00108475479113665,0.820249173135397
LV-GGM,148,0.0999994048792578,0.00108269579816324,0.821331868933561
LV-GGM,149,0.0987761200393764,0.00106945126578132,0.822401320199342
LV-GGM,150,0.0983157886425881,0.00106446724742974,0.823465787446772
LV-GGM,151,0.0974138089153312,0.00105470149270441,0.824520488939476
LV-GGM,152,0.096912511614443,0.00104927393559087,0.825569762875067
LV-GGM,153,0.0968063453128682,0.00104812447066395,0.826617887345731
LV-GGM,154,0.0959110976810063,0.00103843160448637,0.827656318950217
LV-GGM,155,0.0956133001805734,0.0010352073442739,0.828691526294491
LV-GGM,156,0.094264619595301,0.00102060514934582,0.829712131443837
LV-GGM,157,0.0940417796916071,0.00101819245671347,0.830730323900551
LV-GGM,158,0.0938553646630021,0.00101617413702017,0.831746498037571
LV-GGM,159,0.0936332022979186,0.00101376878011354,0.832760266817684
LV-GGM,160,0.0928729632113538,0.00100553765448217,0.833765804472167
LV-GGM,161,0.0926078805670062,0.00100266759874986,0.834768472070916
LV-GGM,162,0.0925050872722823,0.00100155465344372,0.83577002672436
LV-GGM,163,0.0913985387418212,0.000989574027700596,0.836759600752061
LV-GGM,164,0.0910446285619865,0.000985742234250456,0.837745342986311
LV-GGM,165,0.0906294404331128,0.000981246983072497,0.838726589969384
LV-GGM,166,0.0896948618446649,0.000971128279746335,0.83969771824913
LV-GGM,167,0.0896773850480625,0.00097093905807777,0.840668657307208
LV-GGM,168,0.0891559181594872,0.00096529312438623,0.841633950431594
LV-GGM,169,0.0885209373448009,0.000958418172872216,0.842592368604466
LV-GGM,170,0.0879006648861548,0.000951702469058745,0.843544071073525
LV-GGM,171,0.0877350026409325,0.000949908840216323,0.844493979913741
LV-GGM,172,0.087370613819476,0.00094596359427846,0.84543994350802
LV-GGM,173,0.0865401495165584,0.000936972138655508,0.846376915646675
LV-GGM,174,0.0863938143524936,0.000935387764554004,0.847312303411229
LV-GGM,175,0.0860267334685661,0.000931413371595424,0.848243716782825
LV-GGM,176,0.0855464089772035,0.000926212887560733,0.849169929670385
LV-GGM,177,0.0850921673676479,0.000921294803472026,0.850091224473857
LV-GGM,178,0.0846685507436904,0.000916708296788865,0.851007932770646
LV-GGM,179,0.0843732493952981,0.000913511062470497,0.851921443833117
LV-GGM,180,0.0839778713385087,0.000909230295387047,0.852830674128504
LV-GGM,181,0.0836004830300667,0.000905144303712202,0.853735818432216
LV-GGM,182,0.0834061472671399,0.000903040226050862,0.854638858658267
LV-GGM,183,0.0829144436414893,0.000897716539874167,0.855536575198141
LV-GGM,184,0.0823021506914012,0.000891087230378716,0.85642766242852
LV-GGM,185,0.0821941850889995,0.000889918284381412,0.857317580712901
LV-GGM,186,0.0820655718973075,0.000888525786472035,0.858206106499373
LV-GGM,187,0.0816021228955699,0.000883508013741786,0.859089614513115
LV-GGM,188,0.0811615266106215,0.000878737667888469,0.859968352181003
LV-GGM,189,0.0807875949535398,0.000874689101455385,0.860843041282459
LV-GGM,190,0.0806339498493528,0.000873025582468322,0.861716066864927
LV-GGM,191,0.0803130746486562,0.000869551459477806,0.862585618324405
LV-GGM,192,0.0798685189881671,0.000864738245376758,0.863450356569782
LV-GGM,193,0.0798255725596208,0.000864273263432222,0.864314629833214
LV-GGM,194,0.079276602917223,0.000858329556808558,0.865172959390022
LV-GGM,195,0.078959552481579,0.000854896844635,0.866027856234657
LV-GGM,196,0.0785455027983909,0.000850413919433997,0.866878270154091
LV-GGM,197,0.0783894529155723,0.000848724363854785,0.867726994517946
LV-GGM,198,0.078102057527414,0.000845612727545087,0.868572607245491
LV-GGM,199,0.0773179288490647,0.000837122948767972,0.869409730194259
LV-GGM,200,0.0772776067380311,0.000836686380367971,0.870246416574627
LV-GGM,201,0.0771391354218668,0.000835187148323959,0.871081603722951
LV-GGM,202,0.0769058690750886,0.000832661568358612,0.87191426529131
LV-GGM,203,0.0765631033122215,0.000828950435760787,0.872743215727071
LV-GGM,204,0.0763992569753551,0.000827176467798839,0.87357039219487
LV-GGM,205,0.0758083669391873,0.000820778888132162,0.874391171083002
LV-GGM,206,0.0756498795509461,0.000819062941627102,0.875210234024629
LV-GGM,207,0.0754031140003767,0.000816391205479717,0.876026625230109
LV-GGM,208,0.0749306271634719,0.000811275579905525,0.876837900810014
LV-GGM,209,0.0743276060788333,0.000804746657105131,0.877642647467119
LV-GGM,210,0.0741891803323571,0.000803247918445152,0.878445895385564
LV-GGM,211,0.0740410968060631,0.000801644614786602,0.879247540000351
LV-GGM,212,0.0737964116956849,0.000798995403611802,0.880046535403963
LV-GGM,213,0.0733906055785623,0.000794601731685373,0.880841137135648
LV-GGM,214,0.0730259650674303,0.000790653760697751,0.881631790896346
LV-GGM,215,0.0725505586806857,0.000785506525092002,0.882417297421438
LV-GGM,216,0.07227643604643,0.000782538593186322,0.883199836014624
LV-GGM,217,0.0718807333573076,0.000778254311301325,0.883978090325926
LV-GGM,218,0.0711842639525156,0.000770713621443939,0.88474880394737
LV-GGM,219,0.0711319240425314,0.000770146936065317,0.885518950883435
LV-GGM,220,0.0709888349357185,0.000768597707098441,0.886287548590533
LV-GGM,221,0.0706944370035916,0.000765410254088229,0.887052958844622
LV-GGM,222,0.0704817625288515,0.000763107622783015,0.887816066467405
LV-GGM,223,0.06997905968552,0.000757664847829936,0.888573731315235
LV-GGM,224,0.0697314295865721,0.000754983751197878,0.889328715066433
LV-GGM,225,0.0691667628533258,0.000748870091819739,0.890077585158252
LV-GGM,226,0.0690430382052152,0.000747530522281297,0.890825115680534
LV-GGM,227,0.0685555041845878,0.000742251980511651,0.891567367661045
LV-GGM,228,0.068468955906276,0.000741314920362347,0.892308682581407
LV-GGM,229,0.0681319983213923,0.000737666673037742,0.893046349254445
LV-GGM,230,0.0679627823523115,0.000735834567947446,0.893782183822393
LV-GGM,231,0.0676255393518695,0.000732183230422194,0.894514367052815
LV-GGM,232,0.0675007645092448,0.000730832290404207,0.895245199343219
LV-GGM,233,0.0672923315220702,0.000728575581779941,0.895973774924999
LV-GGM,234,0.0669167464086569,0.000724509113338091,0.896698284038337
LV-GGM,235,0.0665665279847185,0.000720717290611792,0.897419001328949
LV-GGM,236,0.0661461891523682,0.000716166272651836,0.898135167601601
LV-GGM,237,0.0659566622935557,0.000714114261103136,0.898849281862704
LV-GGM,238,0.0655658848604872,0.000709883305075836,0.89955916516778
LV-GGM,239,0.0654297085563073,0.000708408921178022,0.900267574088958
LV-GGM,240,0.065230687382593,0.00070625411446906,0.900973828203427
LV-GGM,241,0.0647746286097236,0.000701316355912422,0.901675144559339
LV-GGM,242,0.0645763158728992,0.000699169219465549,0.902374313778805
LV-GGM,243,0.0641667236321013,0.000694734555093219,0.903069048333898
LV-GGM,244,0.0641008038051597,0.000694020839649298,0.903763069173547
LV-GGM,245,0.0635960358276067,0.00068855570544171,0.904451624878989
LV-GGM,246,0.0633748716638224,0.000686161156082915,0.905137786035072
LV-GGM,247,0.0631252002759952,0.000683457958370404,0.905821243993442
LV-GGM,248,0.0628534808988153,0.000680516046582954,0.906501760040025
LV-GGM,249,0.0625139649317753,0.000676840099597396,0.907178600139623
LV-GGM,250,0.0623131661139762,0.000674666046296081,0.907853266185919
LV-GGM,251,0.0622069818126035,0.000673516386484946,0.908526782572404
LV-GGM,252,0.0618000721732971,0.000669110766699097,0.909195893339103
LV-GGM,253,0.0616179044310785,0.000667138432470718,0.909863031771573
LV-GGM,254,0.0614396571535969,0.000665208545201924,0.910528240316775
LV-GGM,255,0.0613619879970099,0.000664367619502565,0.911192607936278
LV-GGM,256,0.0607335751601561,0.000657563779631768,0.91185017171591
LV-GGM,257,0.060621115087963,0.000656346171909286,0.912506517887819
LV-GGM,258,0.0600322510642229,0.000649970527924578,0.913156488415744
LV-GGM,259,0.0599556606061736,0.000649141281318465,0.913805629697062
LV-GGM,260,0.0595964532973672,0.000645252135734211,0.914450881832796
LV-GGM,261,0.0592353775681716,0.000641342760720521,0.915092224593517
LV-GGM,262,0.0589782474419357,0.000638558807080068,0.915730783400597
LV-GGM,263,0.0588309134106902,0.000636963618221209,0.916367747018818
LV-GGM,264,0.0583560575888624,0.000631822343594154,0.916999569362412
LV-GGM,265,0.0582563824499995,0.000630743158631418,0.917630312521044
LV-GGM,266,0.0579316243397582,0.000627226995292224,0.918257539516336
LV-GGM,267,0.0578813647622688,0.000626682833720153,0.918884222350056
LV-GGM,268,0.0577302988396363,0.000625047239589595,0.919509269589646
LV-GGM,269,0.0573967811860584,0.000621436236478345,0.920130705826124
LV-GGM,270,0.0571564906388365,0.000618834605337343,0.920749540431461
LV-GGM,271,0.0570812758347641,0.000618020252967676,0.921367560684429
LV-GGM,272,0.0566282880279516,0.000613115743829373,0.921980676428258
LV-GGM,273,0.0563913107016905,0.000610549985005982,0.922591226413264
LV-GGM,274,0.0560232973463873,0.000606565496158915,0.923197791909423
LV-GGM,275,0.0558052814953241,0.000604205033652522,0.923801996943076
LV-GGM,276,0.0556133970162948,0.000602127496096888,0.924404124439173
LV-GGM,277,0.0554767858390789,0.000600648403818965,0.925004772842992
LV-GGM,278,0.0552261705094226,0.000597934986027111,0.925602707829019
LV-GGM,279,0.0551886604214911,0.00059752886346427,0.926200236692483
LV-GGM,280,0.0549191847884402,0.0005946112447448,0.926794847937228
LV-GGM,281,0.0545724229675571,0.000590856846737263,0.927385704783965
LV-GGM,282,0.0541911584250761,0.00058672888698959,0.927972433670955
LV-GGM,283,0.0538596120926705,0.000583139227416862,0.928555572898372
LV-GGM,284,0.0537616010670401,0.000582078059845397,0.929137650958217
LV-GGM,285,0.053514929486603,0.00057940734111474,0.929717058299331
LV-GGM,286,0.0533052688794461,0.000577137341021407,0.930294195640353
LV-GGM,287,0.0531618982157936,0.000575585063632318,0.930869780703985
LV-GGM,288,0.0529591034144527,0.000573389399772456,0.931443170103758
LV-GGM,289,0.0525306598585746,0.000568750631789191,0.932011920735547
LV-GGM,290,0.0523723495979197,0.000567036603048479,0.932578957338595
LV-GGM,291,0.0521514835271964,0.000564645281149937,0.933143602619745
LV-GGM,292,0.0520597395291726,0.000563651966826847,0.933707254586572
LV-GGM,293,0.0516958654092863,0.000559712293574422,0.934266966880146
LV-GGM,294,0.0514219424612242,0.000556746523675637,0.934823713403822
LV-GGM,295,0.0513407372505214,0.000555867313039103,0.935379580716861
LV-GGM,296,0.0510112716852943,0.000552300181979258,0.93593188089884
LV-GGM,297,0.0506967885721957,0.000548895266264447,0.936480776165105
LV-GGM,298,0.0504826175918243,0.000546576432259218,0.937027352597364
LV-GGM,299,0.0502855748919251,0.000544443046530601,0.937571795643895
LV-GGM,300,0.0500988472874351,0.000542421342571197,0.938114216986466
LV-GGM,301,0.0494404938051739,0.00053529333466144,0.938649510321127
LV-GGM,302,0.0492458312778939,0.000533185719115124,0.939182696040243
LV-GGM,303,0.0490656616302766,0.000531235018301781,0.939713931058545
LV-GGM,304,0.048907114577442,0.000529518425806831,0.940243449484351
LV-GGM,305,0.0486614733013594,0.000526858862204516,0.940770308346556
LV-GGM,306,0.0485293818571542,0.000525428705177212,0.941295737051733
LV-GGM,307,0.0482703651870828,0.000522624325884364,0.941818361377617
LV-GGM,308,0.0481471617093601,0.000521290399069393,0.942339651776687
LV-GGM,309,0.0478183963531684,0.00051773084918847,0.942857382625875
LV-GGM,310,0.0477509434542437,0.000517000535139822,0.943374383161015
LV-GGM,311,0.0473366789596731,0.000512515284171166,0.943886898445186
LV-GGM,312,0.0471575747898919,0.000510576119310237,0.944397474564497
LV-GGM,313,0.0469065829992314,0.000507858625566653,0.944905333190063
LV-GGM,314,0.0467363233933375,0.000506015220997187,0.94541134841106
LV-GGM,315,0.0464710747584592,0.000503143368081682,0.945914491779142
LV-GGM,316,0.0462015672016685,0.000500225403723165,0.946414717182865
LV-GGM,317,0.0460735918563597,0.000498839811790877,0.946913556994656
LV-GGM,318,0.0456857735802923,0.000494640894622759,0.947408197889279
LV-GGM,319,0.0455795462341484,0.000493490768764921,0.947901688658044
LV-GGM,320,0.0450125261457941,0.000487351629558277,0.948389040287602
LV-GGM,321,0.0449761667776056,0.000486957965863887,0.948875998253466
LV-GGM,322,0.044830152887564,0.000485377070203434,0.949361375323669
LV-GGM,323,0.0446714455380988,0.000483658742173271,0.949845034065842
LV-GGM,324,0.0442669048565403,0.00047927877114606,0.950324312836989
LV-GGM,325,0.0440915989773266,0.000477380730462247,0.950801693567451
LV-GGM,326,0.0439993027105834,0.000476381436713352,0.951278075004164
LV-GGM,327,0.0435000392078495,0.000470975899578017,0.951749050903742
LV-GGM,328,0.0433019650928721,0.000468831346695228,0.952217882250437
LV-GGM,329,0.0430245239538063,0.000465827485263585,0.952683709735701
LV-GGM,330,0.0429212678684691,0.000464709529313104,0.953148419265014
LV-GGM,331,0.0427295283009587,0.000462633560717732,0.953611052825732
LV-GGM,332,0.0423238918354647,0.000458241725613289,0.954069294551345
LV-GGM,333,0.0421269876334593,0.000456109839404473,0.95452540439075
LV-GGM,334,0.0420156497125636,0.000454904381239241,0.954980308771989
LV-GGM,335,0.0418142774253227,0.000452724118971425,0.95543303289096
LV-GGM,336,0.0414863774521946,0.00044917393861233,0.955882206829573
LV-GGM,337,0.0414730601202623,0.000449029751560984,0.956331236581134
LV-GGM,338,0.0412084646974807,0.000446164970987492,0.956777401552121
LV-GGM,339,0.0408217998691935,0.000441978542224346,0.957219380094345
LV-GGM,340,0.0403665906113282,0.0004370499813857,0.957656430075731
LV-GGM,341,0.0401295582123364,0.000434483626288619,0.95809091370202
LV-GGM,342,0.0398648598154395,0.000431617730812072,0.958522531432832
LV-GGM,343,0.0397405302998595,0.00043027161235998,0.958952803045192
LV-GGM,344,0.0395486150418964,0.000428193741560139,0.959380996786752
LV-GGM,345,0.0394328076207176,0.000426939892015157,0.959807936678767
LV-GGM,346,0.0393121246055679,0.000425633254304962,0.960233569933072
LV-GGM,347,0.0389900650385286,0.000422146308153506,0.960655716241226
LV-GGM,348,0.0387664748604101,0.000419725492283134,0.961075441733509
LV-GGM,349,0.0385707768642162,0.000417606665691675,0.9614930483992
LV-GGM,350,0.0382860269845283,0.000414523672361487,0.961907572071562
LV-GGM,351,0.0381022793165343,0.000412534232241323,0.962320106303803
LV-GGM,352,0.0380049702073078,0.000411480664334495,0.962731586968138
LV-GGM,353,0.0376594161839787,0.000407739343178149,0.963139326311316
LV-GGM,354,0.0373999676395455,0.000404930287971906,0.963544256599288
LV-GGM,355,0.037147488217696,0.000402196687612091,0.9639464532869
LV-GGM,356,0.0370412477376295,0.000401046419552979,0.964347499706453
LV-GGM,357,0.036805954951531,0.000398498899283688,0.964745998605737
LV-GGM,358,0.0366221295734274,0.000396508617794424,0.965142507223531
LV-GGM,359,0.0364203990655551,0.000394324477063803,0.965536831700595
LV-GGM,360,0.0361550385121385,0.000391451412403775,0.965928283112999
LV-GGM,361,0.0360001496477121,0.000389774427196721,0.966318057540195
LV-GGM,362,0.0357978313489467,0.000387583922440925,0.966705641462636
LV-GGM,363,0.0354728957173264,0.000384065837073781,0.96708970729971
LV-GGM,364,0.0354255785909102,0.000383553533485436,0.967473260833195
LV-GGM,365,0.0351454202548785,0.000380520252901334,0.967853781086097
LV-GGM,366,0.0350431620975466,0.000379413101539735,0.968233194187636
LV-GGM,367,0.0349319500888339,0.000378209006628532,0.968611403194265
LV-GGM,368,0.0347383693289143,0.000376113103401675,0.968987516297667
LV-GGM,369,0.0342826702126023,0.000371179238854647,0.969358695536521
LV-GGM,370,0.0340355973536728,0.000368504175472758,0.969727199711994
LV-GGM,371,0.0339254335758423,0.000367311429780812,0.970094511141775
LV-GGM,372,0.0337527358605234,0.000365441627745951,0.970459952769521
LV-GGM,373,0.0336084234277391,0.000363879153801361,0.970823831923322
LV-GGM,374,0.0332239975362035,0.000359716966056611,0.971183548889379
LV-GGM,375,0.0331159075163346,0.000358546672988601,0.971542095562367
LV-GGM,376,0.0330113284566259,0.000357414393164944,0.971899509955532
LV-GGM,377,0.0327190062144443,0.000354249413696298,0.972253759369229
LV-GGM,378,0.0324773467003244,0.000351632960720005,0.972605392329948
LV-GGM,379,0.0322734514900506,0.00034942538270796,0.972954817712656
LV-GGM,380,0.0317313673003533,0.000343556225035025,0.973298373937691
LV-GGM,381,0.0314449890693658,0.000340455601508815,0.9736388295392
LV-GGM,382,0.0313482774662815,0.000339408502814385,0.973978238042015
LV-GGM,383,0.0312694634333563,0.000338555181513248,0.974316793223528
LV-GGM,384,0.0310501935360079,0.000336181141419615,0.974652974364948
LV-GGM,385,0.0308325293355122,0.000333824486241799,0.974986798851189
LV-GGM,386,0.0307340784494756,0.000332758556291856,0.975319557407481
LV-GGM,387,0.0305040034440474,0.000330267529050841,0.975649824936532
LV-GGM,388,0.030391698155728,0.000329051597176829,0.975978876533709
LV-GGM,389,0.0298890541810306,0.00032360945959577,0.976302485993305
LV-GGM,390,0.0296898668938413,0.000321452854372491,0.976623938847677
LV-GGM,391,0.0296272937369232,0.000320775373399931,0.976944714221077
LV-GGM,392,0.0292897412407309,0.000317120684957253,0.977261834906034
LV-GGM,393,0.0291410500236122,0.000315510801816522,0.977577345707851
LV-GGM,394,0.0290084543073609,0.000314075185024471,0.977891420892875
LV-GGM,395,0.0286211494109282,0.000309881826229167,0.978201302719104
LV-GGM,396,0.0284317024781429,0.000307830680041355,0.978509133399146
LV-GGM,397,0.0282991212334597,0.000306395219933296,0.978815528619079
LV-GGM,398,0.0280533548992612,0.000303734302323956,0.979119262921403
LV-GGM,399,0.0280009890930639,0.000303167336566453,0.979422430257969
LV-GGM,400,0.0276745681472833,0.000299633169669601,0.979722063427639
LV-GGM,401,0.0275438468167595,0.000298217846893838,0.980020281274533
LV-GGM,402,0.0273502325710125,0.000296121581115178,0.980316402855648
